vref,source,target,total_score
GEN 1:2,und,darkness,0.2896725146484375
GEN 1:2,und,was,0.15405953125
GEN 1:2,und,upon,0.039403434375000004
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,face,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,deep,0.039403434375000004
GEN 1:2,und,.,0.27602000000000004
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,spirit,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,god,0.2855658984375
GEN 1:2,und,moved,0.039403434375000004
GEN 1:2,und,upon,0.039403434375000004
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,face,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,waters,0.011930234374999998
GEN 1:2,und,.,0.27602000000000004
GEN 1:2,die,and,0.31429984375
GEN 1:2,die,the,0.12294773193359373
GEN 1:2,die,earth,0.094070390625
GEN 1:2,die,was,0.030959999999999998
GEN 1:2,die,without,0.14501999999999998
GEN 1:2,die,form,0.14501999999999998
GEN 1:2,die,",",0.11846000000000001
GEN 1:2,die,and,0.31429984375
GEN 1:2,die,void,0.14501999999999998
GEN 1:2,die,;,0.14501999999999998
GEN 1:2,die,and,0.31429984375
GEN 1:2,die,darkness,0.19770078125
GEN 1:2,die,was,0.030959999999999998
GEN 1:2,die,upon,0.14501999999999998
GEN 1:2,die,the,0.12294773193359373
GEN 1:2,die,face,0.14501999999999998
GEN 1:2,die,of,0.10116879999999999
GEN 1:2,die,the,0.12294773193359373
GEN 1:2,die,deep,0.14501999999999998
GEN 1:2,die,.,0.09746046875
GEN 1:2,die,and,0.31429984375
GEN 1:2,die,the,0.12294773193359373
GEN 1:2,die,spirit,0.14501999999999998
GEN 1:2,die,of,0.10116879999999999
GEN 1:2,die,god,0.09746046875
GEN 1:2,die,moved,0.14501999999999998
GEN 1:2,die,upon,0.14501999999999998
GEN 1:2,die,the,0.12294773193359373
GEN 1:2,die,face,0.14501999999999998
GEN 1:2,die,of,0.10116879999999999
GEN 1:2,die,the,0.12294773193359373
GEN 1:2,die,waters,0.097444
GEN 1:2,die,.,0.09746046875
GEN 1:2,erde,and,0.09128046875
GEN 1:2,erde,the,0.11339999999999999
GEN 1:2,erde,earth,0.74493875
GEN 1:2,erde,was,0.01462
GEN 1:2,erde,without,0.14084
GEN 1:2,erde,form,0.14084
GEN 1:2,erde,",",0.005550234375000002
GEN 1:2,erde,and,0.09128046875
GEN 1:2,erde,void,0.14084
GEN 1:2,erde,;,0.14084
GEN 1:2,erde,and,0.09128046875
GEN 1:2,erde,darkness,0.046054
GEN 1:2,erde,was,0.01462
GEN 1:2,erde,upon,0.14084
GEN 1:2,erde,the,0.11339999999999999
GEN 1:2,erde,face,0.14084
GEN 1:2,erde,of,0.10577399999999999
GEN 1:2,erde,the,0.11339999999999999
GEN 1:2,erde,deep,0.14084
GEN 1:2,erde,.,0.09128046875
GEN 1:2,erde,and,0.09128046875
GEN 1:2,erde,the,0.11339999999999999
GEN 1:2,erde,spirit,0.14084
GEN 1:2,erde,of,0.10577399999999999
GEN 1:2,erde,god,0.09128046875
GEN 1:2,erde,moved,0.14084
GEN 1:2,erde,upon,0.14084
GEN 1:2,erde,the,0.11339999999999999
GEN 1:2,erde,face,0.14084
GEN 1:2,erde,of,0.10577399999999999
GEN 1:2,erde,the,0.11339999999999999
GEN 1:2,erde,waters,0.085632
GEN 1:2,erde,.,0.09128046875
GEN 1:2,war,and,0.06853120407485962
GEN 1:2,war,the,0.086048
GEN 1:2,war,earth,0.053320390625000005
GEN 1:2,war,was,0.55960171875
GEN 1:2,war,was,0.5530617187500001
GEN 1:2,war,without,0.13852
GEN 1:2,war,form,0.13852
GEN 1:2,war,",",0.10794600000000001
GEN 1:2,war,and,0.06853120407485962
GEN 1:2,war,void,0.13852
GEN 1:2,war,;,0.13852
GEN 1:2,war,and,0.06853120407485962
GEN 1:2,war,darkness,0.19594078124999997
GEN 1:2,war,was,0.55960171875
GEN 1:2,war,was,0.5530617187500001
GEN 1:2,war,upon,0.13852
GEN 1:2,war,the,0.086048
GEN 1:2,war,face,0.13852
GEN 1:2,war,of,0.11468
GEN 1:2,war,the,0.086048
GEN 1:2,war,deep,0.13852
GEN 1:2,war,.,0.06852446875
GEN 1:2,war,and,0.06853120407485962
GEN 1:2,war,the,0.086048
GEN 1:2,war,spirit,0.13852
GEN 1:2,war,of,0.11468
GEN 1:2,war,god,0.06852446875
GEN 1:2,war,moved,0.13852
GEN 1:2,war,upon,0.13852
GEN 1:2,war,the,0.086048
GEN 1:2,war,face,0.13852
GEN 1:2,war,of,0.11468
GEN 1:2,war,the,0.086048
GEN 1:2,war,waters,0.06970000000000001
GEN 1:2,war,.,0.06852446875
GEN 1:2,wüst,and,0.0832676953125
GEN 1:2,wüst,the,0.0038600000000000023
GEN 1:2,wüst,earth,0.14084
GEN 1:2,wüst,was,0.073090390625
GEN 1:2,wüst,without,0.33868
GEN 1:2,wüst,form,0.33868
GEN 1:2,wüst,",",0.025292000000000002
GEN 1:2,wüst,and,0.0832676953125
GEN 1:2,wüst,void,0.33868
GEN 1:2,wüst,;,0.33868
GEN 1:2,wüst,and,0.0832676953125
GEN 1:2,wüst,darkness,0.083050390625
GEN 1:2,wüst,was,0.073090390625
GEN 1:2,wüst,upon,0.33868
GEN 1:2,wüst,the,0.0038600000000000023
GEN 1:2,wüst,face,0.33868
GEN 1:2,wüst,of,0.24188
GEN 1:2,wüst,the,0.0038600000000000023
GEN 1:2,wüst,deep,0.33868
GEN 1:2,wüst,.,0.0034502343749999997
GEN 1:2,wüst,and,0.0832676953125
GEN 1:2,wüst,the,0.0038600000000000023
GEN 1:2,wüst,spirit,0.33868
GEN 1:2,wüst,of,0.24188
GEN 1:2,wüst,god,0.0034502343749999997
GEN 1:2,wüst,moved,0.33868
GEN 1:2,wüst,upon,0.33868
GEN 1:2,wüst,the,0.0038600000000000023
GEN 1:2,wüst,face,0.33868
GEN 1:2,wüst,of,0.24188
GEN 1:2,wüst,the,0.0038600000000000023
GEN 1:2,wüst,waters,0.20116879999999998
GEN 1:2,wüst,.,0.0034502343749999997
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,earth,0.11922046875
GEN 1:2,und,was,0.15405953125
GEN 1:2,und,without,0.2623930291015625
GEN 1:2,und,form,0.266180494921875
GEN 1:2,und,",",0.417978359375
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,void,0.26931049492187503
GEN 1:2,und,;,0.26442249492187503
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,darkness,0.2896725146484375
GEN 1:2,und,was,0.15405953125
GEN 1:2,und,upon,0.039403434375000004
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,face,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,deep,0.039403434375000004
GEN 1:2,und,.,0.27602000000000004
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,spirit,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,god,0.2855658984375
GEN 1:2,und,moved,0.039403434375000004
GEN 1:2,und,upon,0.039403434375000004
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,face,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,waters,0.011930234374999998
GEN 1:2,und,.,0.27602000000000004
GEN 1:2,leer,and,0.08413969531250001
GEN 1:2,leer,the,0.0038600000000000023
GEN 1:2,leer,earth,0.14084
GEN 1:2,leer,was,0.073090390625
GEN 1:2,leer,without,0.33868
GEN 1:2,leer,form,0.33868
GEN 1:2,leer,",",0.025292000000000002
GEN 1:2,leer,and,0.08413969531250001
GEN 1:2,leer,void,0.33868
GEN 1:2,leer,;,0.33868
GEN 1:2,leer,and,0.08413969531250001
GEN 1:2,leer,darkness,0.083050390625
GEN 1:2,leer,was,0.073090390625
GEN 1:2,leer,upon,0.33868
GEN 1:2,leer,the,0.0038600000000000023
GEN 1:2,leer,face,0.33868
GEN 1:2,leer,of,0.24188
GEN 1:2,leer,the,0.0038600000000000023
GEN 1:2,leer,deep,0.33868
GEN 1:2,leer,.,0.0034502343749999997
GEN 1:2,leer,and,0.08413969531250001
GEN 1:2,leer,the,0.0038600000000000023
GEN 1:2,leer,spirit,0.33868
GEN 1:2,leer,of,0.24188
GEN 1:2,leer,god,0.0034502343749999997
GEN 1:2,leer,moved,0.33868
GEN 1:2,leer,upon,0.33868
GEN 1:2,leer,the,0.0038600000000000023
GEN 1:2,leer,face,0.33868
GEN 1:2,leer,of,0.24188
GEN 1:2,leer,the,0.0038600000000000023
GEN 1:2,leer,waters,0.20116879999999998
GEN 1:2,leer,.,0.0034502343749999997
GEN 1:2,",",and,0.143257359375
GEN 1:2,",",the,0.09066225781250001
GEN 1:2,",",earth,0.053320390625000005
GEN 1:2,",",was,0.17254078125
GEN 1:2,",",without,0.13852
GEN 1:2,",",form,0.13852
GEN 1:2,",",",",0.10794600000000001
GEN 1:2,",",and,0.143257359375
GEN 1:2,",",void,0.13852
GEN 1:2,",",;,0.13852
GEN 1:2,",",and,0.143257359375
GEN 1:2,",",darkness,0.19594078124999997
GEN 1:2,",",was,0.17254078125
GEN 1:2,",",upon,0.13852
GEN 1:2,",",the,0.09066225781250001
GEN 1:2,",",face,0.13852
GEN 1:2,",",of,0.11468
GEN 1:2,",",the,0.09066225781250001
GEN 1:2,",",deep,0.13852
GEN 1:2,",",.,0.06852446875
GEN 1:2,",",and,0.143257359375
GEN 1:2,",",the,0.09066225781250001
GEN 1:2,",",spirit,0.13852
GEN 1:2,",",of,0.11468
GEN 1:2,",",god,0.06852446875
GEN 1:2,",",moved,0.13852
GEN 1:2,",",upon,0.13852
GEN 1:2,",",the,0.09066225781250001
GEN 1:2,",",face,0.13852
GEN 1:2,",",of,0.11468
GEN 1:2,",",the,0.09066225781250001
GEN 1:2,",",waters,0.06970000000000001
GEN 1:2,",",.,0.06852446875
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,earth,0.11922046875
GEN 1:2,und,was,0.15405953125
GEN 1:2,und,without,0.2623930291015625
GEN 1:2,und,form,0.266180494921875
GEN 1:2,und,",",0.417978359375
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,void,0.26931049492187503
GEN 1:2,und,;,0.26442249492187503
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,darkness,0.2896725146484375
GEN 1:2,und,was,0.15405953125
GEN 1:2,und,upon,0.039403434375000004
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,face,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,deep,0.039403434375000004
GEN 1:2,und,.,0.27602000000000004
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,spirit,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,god,0.2855658984375
GEN 1:2,und,moved,0.039403434375000004
GEN 1:2,und,upon,0.039403434375000004
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,face,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,waters,0.011930234374999998
GEN 1:2,und,.,0.27602000000000004
GEN 1:2,es,and,0.057552402038574216
GEN 1:2,es,the,-0.041889765625
GEN 1:2,es,earth,0.063500390625
GEN 1:2,es,was,0.3816948046875
GEN 1:2,es,without,0.15552000000000002
GEN 1:2,es,form,0.15552000000000002
GEN 1:2,es,",",0.096256
GEN 1:2,es,and,0.057552402038574216
GEN 1:2,es,void,0.15552000000000002
GEN 1:2,es,;,0.15552000000000002
GEN 1:2,es,and,0.057552402038574216
GEN 1:2,es,darkness,0.02374
GEN 1:2,es,was,0.3816948046875
GEN 1:2,es,upon,0.15552000000000002
GEN 1:2,es,the,-0.041889765625
GEN 1:2,es,face,0.15552000000000002
GEN 1:2,es,of,0.10879000000000001
GEN 1:2,es,the,-0.041889765625
GEN 1:2,es,deep,0.15552000000000002
GEN 1:2,es,.,0.05725046874999999
GEN 1:2,es,and,0.057552402038574216
GEN 1:2,es,the,-0.041889765625
GEN 1:2,es,spirit,0.15552000000000002
GEN 1:2,es,of,0.10879000000000001
GEN 1:2,es,god,0.05725046874999999
GEN 1:2,es,moved,0.15552000000000002
GEN 1:2,es,upon,0.15552000000000002
GEN 1:2,es,the,-0.041889765625
GEN 1:2,es,face,0.15552000000000002
GEN 1:2,es,of,0.10879000000000001
GEN 1:2,es,the,-0.041889765625
GEN 1:2,es,waters,0.07150000000000001
GEN 1:2,es,.,0.05725046874999999
GEN 1:2,war,and,0.06853120407485962
GEN 1:2,war,the,0.086048
GEN 1:2,war,earth,0.053320390625000005
GEN 1:2,war,was,0.55960171875
GEN 1:2,war,was,0.5530617187500001
GEN 1:2,war,without,0.13852
GEN 1:2,war,form,0.13852
GEN 1:2,war,",",0.10794600000000001
GEN 1:2,war,and,0.06853120407485962
GEN 1:2,war,void,0.13852
GEN 1:2,war,;,0.13852
GEN 1:2,war,and,0.06853120407485962
GEN 1:2,war,darkness,0.19594078124999997
GEN 1:2,war,was,0.55960171875
GEN 1:2,war,was,0.5530617187500001
GEN 1:2,war,upon,0.13852
GEN 1:2,war,the,0.086048
GEN 1:2,war,face,0.13852
GEN 1:2,war,of,0.11468
GEN 1:2,war,the,0.086048
GEN 1:2,war,deep,0.13852
GEN 1:2,war,.,0.06852446875
GEN 1:2,war,and,0.06853120407485962
GEN 1:2,war,the,0.086048
GEN 1:2,war,spirit,0.13852
GEN 1:2,war,of,0.11468
GEN 1:2,war,god,0.06852446875
GEN 1:2,war,moved,0.13852
GEN 1:2,war,upon,0.13852
GEN 1:2,war,the,0.086048
GEN 1:2,war,face,0.13852
GEN 1:2,war,of,0.11468
GEN 1:2,war,the,0.086048
GEN 1:2,war,waters,0.06970000000000001
GEN 1:2,war,.,0.06852446875
GEN 1:2,finster,and,0.0034502343749999997
GEN 1:2,finster,the,0.07040892578124999
GEN 1:2,finster,earth,0.14084
GEN 1:2,finster,was,0.073090390625
GEN 1:2,finster,without,0.33868
GEN 1:2,finster,form,0.33868
GEN 1:2,finster,",",0.025292000000000002
GEN 1:2,finster,and,0.0034502343749999997
GEN 1:2,finster,void,0.33868
GEN 1:2,finster,;,0.33868
GEN 1:2,finster,and,0.0034502343749999997
GEN 1:2,finster,darkness,0.083050390625
GEN 1:2,finster,was,0.073090390625
GEN 1:2,finster,upon,0.33868
GEN 1:2,finster,the,0.07040892578124999
GEN 1:2,finster,face,0.33868
GEN 1:2,finster,of,0.24188
GEN 1:2,finster,the,0.07040892578124999
GEN 1:2,finster,deep,0.33868
GEN 1:2,finster,.,0.0034502343749999997
GEN 1:2,finster,and,0.0034502343749999997
GEN 1:2,finster,the,0.07040892578124999
GEN 1:2,finster,spirit,0.33868
GEN 1:2,finster,of,0.24188
GEN 1:2,finster,god,0.0034502343749999997
GEN 1:2,finster,moved,0.33868
GEN 1:2,finster,upon,0.33868
GEN 1:2,finster,the,0.07040892578124999
GEN 1:2,finster,face,0.33868
GEN 1:2,finster,of,0.24188
GEN 1:2,finster,the,0.07040892578124999
GEN 1:2,finster,waters,0.20116879999999998
GEN 1:2,finster,.,0.0034502343749999997
GEN 1:2,auf,and,0.0034502343749999997
GEN 1:2,auf,the,0.0038827570533752466
GEN 1:2,auf,earth,0.14084
GEN 1:2,auf,was,0.073090390625
GEN 1:2,auf,without,0.33868
GEN 1:2,auf,form,0.33868
GEN 1:2,auf,",",0.025292000000000002
GEN 1:2,auf,and,0.0034502343749999997
GEN 1:2,auf,void,0.33868
GEN 1:2,auf,;,0.33868
GEN 1:2,auf,and,0.0034502343749999997
GEN 1:2,auf,darkness,0.083050390625
GEN 1:2,auf,was,0.073090390625
GEN 1:2,auf,upon,0.598383125
GEN 1:2,auf,upon,0.604203125
GEN 1:2,auf,the,0.0038827570533752466
GEN 1:2,auf,face,0.6091212109375
GEN 1:2,auf,face,0.6252212109374999
GEN 1:2,auf,of,0.4822640625
GEN 1:2,auf,of,0.4764440625
GEN 1:2,auf,the,0.0038827570533752466
GEN 1:2,auf,deep,0.33868
GEN 1:2,auf,.,0.0034502343749999997
GEN 1:2,auf,and,0.0034502343749999997
GEN 1:2,auf,the,0.0038827570533752466
GEN 1:2,auf,spirit,0.33868
GEN 1:2,auf,of,0.4822640625
GEN 1:2,auf,of,0.4764440625
GEN 1:2,auf,god,0.0034502343749999997
GEN 1:2,auf,moved,0.33868
GEN 1:2,auf,upon,0.598383125
GEN 1:2,auf,upon,0.604203125
GEN 1:2,auf,the,0.0038827570533752466
GEN 1:2,auf,face,0.6091212109375
GEN 1:2,auf,face,0.6252212109374999
GEN 1:2,auf,of,0.4822640625
GEN 1:2,auf,of,0.4764440625
GEN 1:2,auf,the,0.0038827570533752466
GEN 1:2,auf,waters,0.20116879999999998
GEN 1:2,auf,.,0.0034502343749999997
GEN 1:2,der,and,0.15577953125
GEN 1:2,der,the,0.3583082421875
GEN 1:2,der,earth,0.046054
GEN 1:2,der,was,0.119
GEN 1:2,der,without,0.083050390625
GEN 1:2,der,form,0.083050390625
GEN 1:2,der,",",0.19588
GEN 1:2,der,and,0.15577953125
GEN 1:2,der,void,0.083050390625
GEN 1:2,der,;,0.083050390625
GEN 1:2,der,and,0.15577953125
GEN 1:2,der,darkness,0.33868
GEN 1:2,der,was,0.119
GEN 1:2,der,upon,0.083050390625
GEN 1:2,der,the,0.3583082421875
GEN 1:2,der,face,0.083050390625
GEN 1:2,der,of,0.06302822399902344
GEN 1:2,der,the,0.3583082421875
GEN 1:2,der,deep,0.32908083984375003
GEN 1:2,der,.,0.27922246093749997
GEN 1:2,der,and,0.15577953125
GEN 1:2,der,the,0.3583082421875
GEN 1:2,der,spirit,0.32638083984375005
GEN 1:2,der,of,0.06302822399902344
GEN 1:2,der,god,0.15577953125
GEN 1:2,der,moved,0.083050390625
GEN 1:2,der,upon,0.083050390625
GEN 1:2,der,the,0.3583082421875
GEN 1:2,der,face,0.083050390625
GEN 1:2,der,of,0.06302822399902344
GEN 1:2,der,the,0.3583082421875
GEN 1:2,der,waters,0.046740390625
GEN 1:2,der,.,0.27922246093749997
GEN 1:2,tiefe,and,0.0034502343749999997
GEN 1:2,tiefe,the,0.06316092578125002
GEN 1:2,tiefe,earth,0.14084
GEN 1:2,tiefe,was,0.073090390625
GEN 1:2,tiefe,without,0.33868
GEN 1:2,tiefe,form,0.33868
GEN 1:2,tiefe,",",0.025292000000000002
GEN 1:2,tiefe,and,0.0034502343749999997
GEN 1:2,tiefe,void,0.33868
GEN 1:2,tiefe,;,0.33868
GEN 1:2,tiefe,and,0.0034502343749999997
GEN 1:2,tiefe,darkness,0.083050390625
GEN 1:2,tiefe,was,0.073090390625
GEN 1:2,tiefe,upon,0.33868
GEN 1:2,tiefe,the,0.06316092578125002
GEN 1:2,tiefe,face,0.33868
GEN 1:2,tiefe,of,0.24188
GEN 1:2,tiefe,the,0.06316092578125002
GEN 1:2,tiefe,deep,0.33868
GEN 1:2,tiefe,.,0.0034502343749999997
GEN 1:2,tiefe,and,0.0034502343749999997
GEN 1:2,tiefe,the,0.06316092578125002
GEN 1:2,tiefe,spirit,0.33868
GEN 1:2,tiefe,of,0.24188
GEN 1:2,tiefe,god,0.0034502343749999997
GEN 1:2,tiefe,moved,0.33868
GEN 1:2,tiefe,upon,0.33868
GEN 1:2,tiefe,the,0.06316092578125002
GEN 1:2,tiefe,face,0.33868
GEN 1:2,tiefe,of,0.24188
GEN 1:2,tiefe,the,0.06316092578125002
GEN 1:2,tiefe,waters,0.20116879999999998
GEN 1:2,tiefe,.,0.0034502343749999997
GEN 1:2,;,and,0.0034502343749999997
GEN 1:2,;,the,0.06998892578125
GEN 1:2,;,earth,0.14084
GEN 1:2,;,was,0.073090390625
GEN 1:2,;,without,0.33868
GEN 1:2,;,form,0.33868
GEN 1:2,;,",",0.025292000000000002
GEN 1:2,;,and,0.0034502343749999997
GEN 1:2,;,void,0.33868
GEN 1:2,;,;,0.33868
GEN 1:2,;,and,0.0034502343749999997
GEN 1:2,;,darkness,0.083050390625
GEN 1:2,;,was,0.073090390625
GEN 1:2,;,upon,0.33868
GEN 1:2,;,the,0.06998892578125
GEN 1:2,;,face,0.33868
GEN 1:2,;,of,0.24188
GEN 1:2,;,the,0.06998892578125
GEN 1:2,;,deep,0.33868
GEN 1:2,;,.,0.0034502343749999997
GEN 1:2,;,and,0.0034502343749999997
GEN 1:2,;,the,0.06998892578125
GEN 1:2,;,spirit,0.33868
GEN 1:2,;,of,0.24188
GEN 1:2,;,god,0.0034502343749999997
GEN 1:2,;,moved,0.33868
GEN 1:2,;,upon,0.33868
GEN 1:2,;,the,0.06998892578125
GEN 1:2,;,face,0.33868
GEN 1:2,;,of,0.24188
GEN 1:2,;,the,0.06998892578125
GEN 1:2,;,waters,0.20116879999999998
GEN 1:2,;,.,0.0034502343749999997
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,earth,0.11922046875
GEN 1:2,und,was,0.15405953125
GEN 1:2,und,without,0.2623930291015625
GEN 1:2,und,form,0.266180494921875
GEN 1:2,und,",",0.417978359375
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,void,0.26931049492187503
GEN 1:2,und,;,0.26442249492187503
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,darkness,0.2896725146484375
GEN 1:2,und,was,0.15405953125
GEN 1:2,und,upon,0.039403434375000004
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,face,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,deep,0.039403434375000004
GEN 1:2,und,.,0.27602000000000004
GEN 1:2,und,and,0.544256328125
GEN 1:2,und,and,0.529796328125
GEN 1:2,und,and,0.514264328125
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,spirit,0.039403434375000004
GEN 1:2,und,of,0.025402234375
GEN 1:2,und,god,0.2855658984375
GEN 1:2,und,moved,0.039403434375000004
GEN 1:2,und,upon,0.039403434375000004
GEN 1:2,und,the,0.22916564453125
GEN 1:2,und,face,0.039403434375000004
GEN 1:2,und,of,0.025402234375
