,source,target,alignment_count,verse_score,alignment_score
44,anotados,extras,2,0.5720608923606652,0.3927439624290296
45,apuntada,is,1,0.4794967660014412,0.2929397192777665
46,apuntada,the,1,0.4794967660014412,0.4203657473310975
47,apuntado,included,1,0.5276478308507296,0.7722309926557829
48,apuntado,phone,1,0.3666803725972824,0.38488646906784363
49,apuntado,the,4,0.354300184024706,0.41816029175466374
50,apuntados,are,2,0.41922698878381287,0.42507099790311426
51,apuntados,expenses,2,0.4632876471162836,0.2806521552528076
52,apuntados,extras,1,0.3113464186599352,0.42507099790311437
53,arnau,arnau,1,0.5585485918132007,0.2654228183968501
54,arturo,arturo,1,0.4964421509435681,0.177035018155469
55,aseo,bath,2,0.5298891548386488,0.12651157057848436
56,asunción,asunción,1,0.5372970594464906,0.1696918428034296
57,autobús,bus,10,0.5302487630096053,0.4702882451691178
58,baja,send,1,0.4014816103831078,0.21547005208792996
59,bajar,down,10,0.528139242425851,0.13703355646511492
60,bajar,send,8,0.5187826720602681,0.26658627681989155
61,bajarme,down,1,0.5687546901040941,0.21715729680427187
62,bajarnos,down,1,0.35694144077090134,0.21793051243358466
63,bajase,send,1,0.2564517089636811,0.20675257177974105
64,bajasen,to,1,0.40395409785369946,0.1966800124759786
65,baje,send,2,0.5009889634968089,0.35216249743980277
66,bajen,down,2,0.4024029981447415,0.2057364559229632
67,bajen,send,2,0.4024029981447415,0.2423015998563989
68,balaguer,balaguer,1,0.4755207357077311,0.14413288012619346
69,balaguer,jorge,1,0.4755207357077311,0.184673498580189
70,bar,minibar,4,0.48835077019239737,0.2385799079670742
71,barberá,barberá,1,0.6355692018417857,0.4546102418371529
72,baño,a,2,0.48196873515840066,0.24888856974304174
73,baño,bath,11,0.5674978520507526,0.13208574925887764
74,baño,bathroom,7,0.4652479195934253,0.13242648859639733
75,berrueco,berrueco,1,0.4941318993757545,0.14496192307141578
76,betoret,betoret,1,0.5744783985169469,0.24017085952980718
77,bien,all,4,0.7616542726941837,0.24194866594594047
78,bien,right,4,0.7616542726941837,0.6255799214024428
79,bolsa,bag,6,0.5161171253194202,0.13680050681057318
80,bolsa,send,1,0.4881396323899367,0.16143506463252183
81,bolsas,bags,25,0.4837236325215353,0.22332000295211243
82,bolsas,my,1,0.4734954882838424,0.19207938090144486
83,bolsas,to,4,0.4808852787194211,0.300337163279394
84,borillo,borillo,1,0.5856522775417016,0.2521725129716044
85,borrás,borrás,1,0.6370620969170973,0.4979006294169255
86,botella,botella,1,0.545331204517998,0.38651797166278473
87,buena,good,11,0.5249040785588082,0.11219737803791331
88,buena,view,3,0.5203245117095102,0.18047923375636488
89,buenos,good,1,0.5176123938256674,0.8625343344626359
90,bultos,luggage,18,0.4337445230311168,0.18990703564124914
91,bultos,my,3,0.3568953608930571,0.19423230882527634
92,bultos,our,2,0.3454275421078301,0.11700836389018514
93,bultos,send,1,0.2564517089636811,0.10932439733443083
94,bultos,to,7,0.3694942705104145,0.16756800601476515
95,cabedo,cabedo,3,0.5753227490198102,0.27626720094757723
96,cabo,cabo,1,0.6759767934194988,0.31492955246968
97,caja,a,2,0.5092312836461891,0.24211243763697257
98,calatayud,calatayud,1,0.6288371191670773,0.4979006294169255
99,caliente,water,5,0.4986072989348882,0.15612253611278468
100,calleja,calleja,1,0.5255047076695311,0.2521725129716044
101,calor,hot,4,0.2822419928031612,0.057878665745418285
102,calor,room,3,0.2735213523074479,0.4979006294169255
103,calurosa,hot,3,0.8600265138726856,0.6113696334557909
104,cambiar,change,4,0.2797754439357333,0.22457532199922495
105,cambiar,rooms,4,0.2797754439357333,0.10351240910706035
106,cambiar,to,4,0.2797754439357333,0.32362481812588995
107,cambiarme,change,6,0.2557025828282252,0.2619117426816812
108,cambiarme,changing,4,0.4251685577565656,0.35279622744454797
109,cambiarme,mind,1,0.35910524829368806,0.2581955239641906
110,cambiarme,move,5,0.33873248153321583,0.1825587242808671
111,cambiarme,my,5,0.40277258758440604,0.19604262616726878
112,cambiarme,rooms,5,0.2442053580147167,0.11216008747271264
113,cambiarme,to,1,0.20432727215495755,0.17423713127368942
114,cambiarnos,can,3,0.3776421808884031,0.2270969575214381
115,cambiarnos,change,4,0.2654451921566281,0.30739035998286546
116,cambiarnos,changing,1,0.45286797140982415,0.35048920309418313
117,cambiarnos,move,5,0.38734358500775323,0.23099100264534606
118,cambiarnos,moving,1,0.2482310170743755,0.2790615802962997
119,cambiarnos,our,3,0.3538629709415672,0.1604253131924739
120,cantero,cantero,1,0.6313243614227552,0.22925094388993048
121,cara,expensive,3,0.8707309922121841,0.6113696334557909
122,carmelo,carmelo,1,0.5786807859685205,0.17249549405374925
123,carpio,carpio,1,0.675446496741479,0.359379799422994
124,catorce,four,7,0.43461945228181403,0.2230620620778753
125,catorce,fourteenth,3,0.5334239143613436,0.20388672716278974
126,catorce,one,6,0.4336810385398598,0.14120302644586719
127,catorce,please,3,0.4181707842445959,0.30879453234055837
128,celestino,celestino,1,0.6250019060173977,0.2781631080356349
129,cero,oh,15,0.4896817000096892,0.20949061206539843
130,cheques,accept,1,0.5654574844500434,0.38488646906784363
131,cheques,traveler,1,0.5654574844500434,0.15488506840349545
132,cheques,you,1,0.5654574844500434,0.41154392502536247
133,ciento,one,2,0.4852702003526058,0.12196976860212973
134,ciento,two,1,0.5319837768199871,0.2767309204379308
135,cinco,five,15,0.5611878233228328,0.23885378280428035
136,ciudad,town,2,0.5116441623376786,0.10398793290600297
137,coche,car,7,0.4719037899461299,0.4773122779656055
138,colomer,colomer,2,0.6007336976990083,0.3193452423171946
139,completa,day,1,0.5003313111786207,0.33572103441630397
140,completa,full,4,0.5732758986135916,0.09431286036001113
141,con,a,25,0.5036145428802733,0.24853606988269564
142,con,with,81,0.5590592691967015,0.15646680313517744
143,conforme,okay,2,1.0,0.92
144,cornelles,cornelles,2,0.7005733821740322,0.34755041691964894
145,creo,i,8,0.5336395205351743,0.3841635370254389
146,creo,think,8,0.5336395205351743,0.2725715677681485
147,crédito,cards,1,0.7115006165202482,0.6255799214024428
148,cuarto,bathroom,6,0.46269497785879693,0.11261131132639528
149,cuarto,one,8,0.45352012291062527,0.3385355823808323
150,cuarto,quarter,42,0.4866370485671113,0.12275444292469714
151,cuatro,four,29,0.5092086076570599,0.21411866865976825
152,cuatro,fourth,2,0.5050810858640675,0.32145943397430987
153,cuatro,please,2,0.3524248596502373,0.39516563812672845
154,cuatrocientos,four,5,0.43987640522965954,0.15437067336952048
155,cuatrocientos,one,2,0.4555711437891319,0.23454644359460994
156,cuenta,bill,74,0.5313366730297812,0.28430007125803897
157,cuenta,for,8,0.3840551873364059,0.16698346144846193
158,cuenta,me,3,0.375306252263079,0.3435597223128471
159,cuenta,please,12,0.3968929293322232,0.5281058003907224
160,cuesta,does,20,0.6042819536019206,0.25665420065324973
161,cuesta,much,4,0.5788049975352516,0.31053299054317524
162,cuándo,when,1,1.0,0.92
163,cuánta,how,1,0.3691735874588029,0.92
164,cuánta,much,1,0.3691735874588029,0.92
165,cuántas,how,2,0.7174662218172478,0.92
166,cuántas,many,2,0.7174662218172478,0.92
167,cuánto,how,35,0.6099779084191083,0.38542742616707226
168,cuánto,much,14,0.6215876682614171,0.33244418769304956
169,cálida,warmer,1,0.29583543316600247,0.23096556116647346
170,cómo,pardon,1,1.0,0.92
171,dar,give,27,0.46547498290455785,0.18410934765259868
172,dar,me,2,0.44774041501344086,0.21622639502528268
173,dar,us,9,0.5129876178478496,0.19201316170593785
174,darme,giving,5,0.4964285739110993,0.19327843984574553
175,darme,me,7,0.48245760325622566,0.15355253930243884
176,darnos,give,7,0.5068391334610503,0.23903787029726495
177,darnos,giving,8,0.49871828641725613,0.21882036472173466
178,darnos,us,14,0.5039808951529893,0.14383514390840452
179,de,bathroom,6,0.46269497785879693,0.13153518152599195
180,de,change,6,0.2439145566608419,0.24553231998027222
181,de,changing,7,0.40825488881072347,0.23860691946866983
182,de,credit,1,0.7115006165202482,0.47238244725569883
183,de,for,104,0.5500277254692479,0.18208420988237012
184,de,in,37,0.5339151484472705,0.21851298613664366
185,de,key,30,0.5059212992458921,0.22568079155345885
186,de,keys,2,0.5062789599073125,0.283957667370789
187,de,minibar,1,0.4682870749006134,0.23385488134167662
188,de,not,2,0.46287356246889955,0.7059613900040442
189,de,of,1,0.4947880197645696,0.13065556084006352
190,de,registration,8,0.551642066352483,0.3286408402769764
191,de,room,5,0.40536061280420926,0.18932839479761443
192,de,rooms,1,0.15727161439256326,0.40011483734252884
193,de,service,4,0.4387433720840489,0.3144617108167079
194,de,should,22,0.5412921597086543,0.33969065481593
195,de,the,47,0.495838354506917,0.1996508581939615
196,de,to,82,0.4698384655289606,0.19284512229635256
197,de,travel,12,0.5215884263054543,0.17858764682022565
198,de,traveler,1,0.5654574844500434,0.47238244725569883
199,del,bill,4,0.3455591991055304,0.46527444470902024
200,del,included,3,0.4909960740543988,0.23213028291611768
201,del,mr,16,0.6354475972625534,0.1835621186548446
202,del,phone,7,0.40788928836933114,0.15745701683468533
203,del,sea,2,0.4843128716872775,0.1501307829006911
204,demasiado,cold,1,0.3111735646336974,0.12172355962983486
205,demasiado,the,1,0.3111735646336974,0.3757824471337761
206,demasiado,too,9,0.6634767771033181,0.3557258038210573
207,den,give,2,0.42220961132021667,0.1824765557468532
208,denme,give,2,0.5266742250462171,0.32192910987640355
209,denme,me,2,0.5266742250462171,0.2365269272674673
210,dennos,give,3,0.5654441633423323,0.3117152496671443
211,dennos,us,3,0.5654441633423323,0.2288527609049391
212,desayuno,breakfast,4,0.5402602754170189,0.13264649809136958
213,desayuno,included,2,0.43547785548882983,0.7722309926557829
214,deseamos,want,8,0.48528288751973164,0.2516858592140131
215,deseamos,we,8,0.48528288751973164,0.3730584456256674
216,desearía,i,15,0.5059649130748564,0.3977969464315416
217,desearía,like,19,0.47390849517305245,0.18153237274914003
218,desearía,would,16,0.49451606038833273,0.2788042903087092
219,desearíamos,like,4,0.42624249885096666,0.20925816773509673
220,desearíamos,we,4,0.42624249885096666,0.1820493558401695
221,desearíamos,would,2,0.4784813468285347,0.20804012129569602
222,deseo,i,20,0.5541351829420074,0.3615579421505915
223,deseo,want,23,0.5301695206598819,0.23327434968882493
224,despertar,up,8,0.3813940469627022,0.25122150884448613
225,despertar,us,10,0.5157720022520353,0.19643595679809064
226,despertar,wake,21,0.4889903312070767,0.2214569723317542
227,despertara,to,3,0.40921784240516684,0.22215536194037575
228,despertara,wake,4,0.3985887158303167,0.17201369296790867
229,despertaran,to,2,0.41830947245239436,0.14672389843429304
230,despertaran,wake,1,0.45320531463341734,0.14572696159222526
231,despertarme,me,12,0.4745498027616146,0.18733943600637812
232,despertarme,wake,8,0.45948827843643536,0.28947343801799336
233,despertarme,waking,4,0.5046728514119733,0.16125759153773883
234,despertarnos,up,2,0.3623888697439854,0.2568094603305019
235,despertarnos,us,5,0.5036791210149273,0.15472616731731237
236,despertarnos,wake,5,0.45528047469513605,0.19010592415198302
237,despertarnos,waking,3,0.4977134510508969,0.23907480639943812
238,despertase,to,1,0.3840842143868916,0.24408632591052037
239,despertasen,to,1,0.3986552811067026,0.1966800124759786
240,despierte,wake,1,0.5128583862238548,0.24408632591052037
241,despierten,me,2,0.4520166260590289,0.16917373304156488
242,despierten,wake,4,0.4539490844318861,0.19654740059249176
243,despiérteme,me,4,0.5614761529302026,0.27898767457588075
244,despiérteme,wake,4,0.5614761529302026,0.47385685574347486
245,despiértenme,me,3,0.4998014383254048,0.2795406661922823
246,despiértenme,wake,3,0.4998014383254048,0.4973771605371455
247,despiértennos,us,2,0.5096022813304452,0.2899251165057172
248,despiértennos,wake,2,0.5096022813304452,0.33113490852501526
249,despiértenos,us,7,0.48422316414983996,0.2627161164461009
250,despiértenos,wake,7,0.48422316414983996,0.3797056480125944
251,detalla,bill,1,0.3246644066599863,0.32000764043011926
252,detallar,explain,3,0.462687027452867,0.12706480283774022
253,detallar,for,1,0.3873751153838171,0.29243013870409224
254,detallarnos,explain,1,0.4119630135524641,0.3777634649953203
255,diecinueve,april,2,0.5272484563040467,0.2063271901581911
256,diecinueve,nine,5,0.4986194646930862,0.18962053230545967
257,diecinueve,one,5,0.4986194646930862,0.1524506622365779
258,dieciocho,eight,2,0.47179659052573,0.2792851886366672
259,dieciocho,eighteen,2,0.6252122030617075,0.14278741999456288
260,dieciocho,eighteenth,1,0.5395893371710185,0.1642785275869325
261,dieciocho,one,1,0.4727008282067358,0.23828870850810607
262,diecisiete,seventeenth,1,0.6595797483646938,0.4179221499374031
263,dieciséis,six,2,0.4190601364832922,0.12577529058921655
264,dieciséis,sixteenth,2,0.5362061928574122,0.12737256872536828
265,diera,give,4,0.3974292452898135,0.13460918342325473
266,diera,to,4,0.3974292452898135,0.12107804348291715
267,dieran,me,1,0.32278327009047925,0.20066241261147627
268,diese,to,1,0.3864422681792382,0.1966800124759786
269,diesen,give,2,0.45257835195847684,0.16101767597669614
270,diesen,to,2,0.45257835195847684,0.199377289939629
271,diez,oh,2,0.42672218680330487,0.3607223416283631
272,diez,ten,12,0.5371931613514195,0.12477328370444696
273,dinero,accept,4,0.6352257149479358,0.17107460126702412
274,dinero,you,4,0.6352257149479358,0.5812273013253751
275,doble,cost,5,0.595909001363496,0.271962259626532
276,doble,double,73,0.5881979186256415,0.16935380914006237
277,dobles,any,1,0.414681326604042,0.29337481414130223
278,dobles,double,6,0.5218455990829801,0.2803091726339671
279,dobles,rooms,2,0.4384036850739069,0.4020757237295784
280,doce,twelve,8,0.5068571095693859,0.18853589568392906
281,doce,two,2,0.28029178712647845,0.2148628281424421
282,domingo,sunday,2,0.6245207482774536,0.1517035418921152
283,dos,february,1,0.6643431228118988,0.30400603453483377
284,dos,july,1,0.5217329272332644,0.1998121987806429
285,dos,second,1,0.4961865970258341,0.14634286034645344
286,dos,two,38,0.5556388851369141,0.235708376359786
287,doscientos,please,1,0.3649848123052694,0.1992444809291988
288,doscientos,two,4,0.35434044379003593,0.1365975183870758
289,ducha,a,1,0.5831075103367674,0.25312977333978026
290,ducha,shower,10,0.5905171289328155,0.16529009843404047
291,dulce,dulce,1,0.5644419382428291,0.26932889643833724
292,dé,give,6,0.42501125389229616,0.14563262498347607
293,dé,to,6,0.42501125389229616,0.14309315731234282
294,déme,give,8,0.5261371686965745,0.34192953911261575
295,déme,me,8,0.5261371686965745,0.2597917022791218
296,dénos,give,3,0.493878220515425,0.35661688836631633
297,dénos,us,3,0.493878220515425,0.2843086360428257
298,día,day,13,0.6014182937374654,0.1830936975624697
299,día,on,6,0.48093442627431315,0.16291680748851645
300,día,per,3,0.6095514634735082,0.09981245537219015
301,día,september,4,0.46384390334444636,0.2103427473127314
302,día,the,1,0.44883267715319325,0.581227301325375
303,día,twentyeighth,1,0.44624683047387204,0.3530949260196151
304,día,until,3,0.5538441832462424,0.194021044824074
305,días,days,9,0.633233019034556,0.2810553837506581
306,días,morning,1,0.5176123938256674,0.8625343344626359
307,díaz,díaz,1,0.5286306385775951,0.33572103441630397
308,dónde,where,2,1.0,0.92
309,echara,me,2,0.5072797274952175,0.21190160258495785
310,echara,taking,2,0.5072797274952175,0.19445647970128016
311,echáramos,taking,1,0.514003134237022,0.20235158671159953
312,efectivo,cash,5,0.6344603005527688,0.6480407682862861
313,el,bill,2,0.3451564767750114,0.47238244725569883
314,el,breakfast,2,0.43547785548882983,0.586084935364815
315,el,included,6,0.45003207998789324,0.2104598486904535
316,el,luggage,4,0.4497774840444121,0.1522042179484151
317,el,on,37,0.5135851258307347,0.2381058821197215
318,el,phone,5,0.3481666634103128,0.32093171674479526
319,el,the,29,0.5002265419648688,0.24359278960546363
320,el,until,16,0.5895063174921216,0.20066594996718506
321,el,would,3,0.317491012104451,0.2633661193767112
322,emilio,emilio,2,0.5649608391431942,0.3408694227916347
323,en,accept,4,0.6352257149479358,0.581227301325375
324,en,expenses,3,0.46157392027321564,0.2968612910534735
325,en,extras,1,0.4150865972788598,0.30449169424982586
326,en,in,68,0.579980197369837,0.22984658346728168
327,en,is,8,0.29056694586229365,0.29767240090495717
328,en,it,5,0.28802830716926847,0.48818893750444187
329,en,oclock,18,0.5293729043948762,0.19833742800896673
330,enrique,enrique,2,0.574764813175918,0.28416791822746107
331,equipaje,luggage,32,0.5342648470479524,0.2762192069595998
332,equipaje,our,1,0.5083667771014473,0.22207179350908995
333,equipaje,send,1,0.3928119939925531,0.11077986322516446
334,equipaje,to,8,0.4835716222649244,0.25568228724320646
335,equivocación,mistake,16,0.6429656268214295,0.29244268799895756
336,equivocado,been,7,0.47119760694138485,0.2758014041981528
337,equivocado,made,7,0.47119760694138485,0.18985970306835478
338,error,error,11,0.5916345906741625,0.2844883112080572
339,es,is,19,0.8307032538220401,0.47083945021626544
340,es,it,1,0.6495811930994894,0.7203192204205594
341,espinosa,espinosa,1,0.5372970594464906,0.20170258822519854
342,esta,this,6,0.6244341283398138,0.39450782901154796
343,esta,tonight,6,0.5890437749183348,0.16396386164514906
344,estación,station,4,0.5790916050784096,0.4850203031920864
345,estamos,date,1,0.44883267715319325,0.6855758030036263
346,estoy,do,1,0.5739123882979489,0.5812273013253751
347,está,is,22,0.5241392388286662,0.6233953089044308
348,están,all,1,0.39000860608497023,0.2296347167595018
349,están,are,13,0.5244471543516058,0.5953170800238219
350,están,expenses,1,0.45814646658707975,0.10590889029999702
351,están,extras,1,0.4150865972788598,0.10590889029999702
352,existe,is,13,0.590044288309702,0.23835934889892793
353,existe,there,13,0.590044288309702,0.3621957978832573
354,explicar,explain,2,0.5383985668003457,0.3986854031850295
355,explique,explain,1,0.6822903291884344,0.41484362388812845
356,extras,bill,3,0.5197361273333967,0.5322845428951112
357,extras,included,1,0.3113464186599352,0.7722309926557829
358,factura,bill,19,0.46509129939806276,0.25566937209898144
359,factura,for,5,0.39203492653417055,0.22510411374564443
360,factura,me,2,0.328606758250785,0.39968752816923375
361,factura,please,5,0.36534243567943003,0.5798347976399677
362,favor,ask,1,0.3773049876323644,0.3938857514859923
363,favor,booked,5,0.5353443513914651,0.3551083561363145
364,favor,have,41,0.5300458081804104,0.32336016229211834
365,favor,i,8,0.5332227517963195,0.3313118377547872
366,favor,make,13,0.43296634243028564,0.3342984478514017
367,favor,much,7,0.5314181610347268,0.32990682763948614
368,favor,out,1,0.3041318652892758,0.15810738784829487
369,favor,please,156,0.5296475461872838,0.36933313509055743
370,favor,prepare,1,0.41436234461195465,0.18411998936278143
371,favor,want,13,0.4374586024455219,0.37145664754731045
372,favor,we,2,0.4380417384692099,0.44470962805390113
373,favor,would,9,0.32916643386565475,0.33836144928300704
374,favor,you,89,0.38541093742396926,0.2713960156008647
375,febrero,second,1,0.6643431228118988,0.4179221499374031
376,federico,federico,2,0.6037301056991108,0.37085567184701806
377,fernández,fernández,2,0.6170810467055433,0.4179221499374031
378,firmar,sign,4,0.5657961487319679,0.2871298267204041
379,francisco,francisco,1,0.545331204517998,0.3051866406655929
380,fría,cold,7,0.8542184198888981,0.6113696334557909
381,fría,warmer,1,0.2887475178941708,0.23096556116647346
382,frío,room,1,0.3111735646336974,0.4979006294169255
383,fuerte,available,1,0.49416113712015985,0.33492671159394144
384,fuerte,safe,2,0.5092312836461891,0.24922469180061513
385,gastos,bill,3,0.46157392027321564,0.5150925861560184
386,gerardo,gerardo,2,0.6496953990430299,0.2943823475194821
387,gonzález,gonzález,1,0.7854368586391479,0.6113696334557909
388,gracias,much,1,0.5176207642772401,0.8306954786827133
389,gracias,very,1,0.5176207642772401,0.46
390,gregorio,gregorio,2,0.5514727673811497,0.37527277764566686
391,guijarro,guijarro,1,0.5360170359290409,0.4979006294169255
392,gumbau,gumbau,1,0.5644419382428291,0.33572103441630397
393,gustaría,like,12,0.39642073720472343,0.19161432408991783
394,gustaría,to,3,0.19952102625313775,0.32987336228240155
395,gustaría,would,8,0.45432033568590724,0.3144017484386174
396,gómez,gómez,1,0.5651018335701764,0.22925094388993048
397,ha,has,12,0.5525482985552103,0.2505633673373761
398,ha,mistake,5,0.4661869160661921,0.2445756135581759
399,habitaciones,any,13,0.45311072994251067,0.37942307887360127
400,habitaciones,rooms,30,0.5540636654514502,0.3617207743916301
401,habitaciones,service,4,0.4387433720840489,0.14703023610547783
402,habitación,a,24,0.494286363970196,0.2941144921300559
403,habitación,change,11,0.25392621754801376,0.21179296363964048
404,habitación,hot,4,0.2822419928031612,0.2846774599689365
405,habitación,lot,2,0.2851620423511336,0.31073354195130604
406,habitación,much,1,0.31406994634973967,0.3664349128504781
407,habitación,please,31,0.40610030285576093,0.41675473342805375
408,habitación,room,495,0.5558049079416703,0.24285712044889413
409,habitación,rooms,1,0.2957882128190716,0.18678052826586058
410,hace,hot,4,0.2822419928031612,0.255994584155231
411,hace,in,1,0.3111735646336974,0.319220689062266
412,hace,make,1,0.4104912719042865,0.2730803191756727
413,hace,out,4,0.39206994759815433,0.1636666751513197
414,hace,very,3,0.2735213523074479,0.13949758664177905
415,hacer,make,5,0.4603893985717442,0.23243153128710978
416,hacer,out,6,0.44875771569123946,0.21857739880641994
417,hacerme,out,1,0.3041318652892758,0.1497861704937742
418,hacernos,make,2,0.40582624528462985,0.24147034460990888
419,hacernos,out,2,0.40582624528462985,0.19514187267916694
420,haga,out,4,0.5361187107285877,0.4189698402218154
421,han,has,2,0.48372433412936666,0.2895075668856862
422,han,mistake,2,0.48372433412936666,0.2421871988962922
423,haría,would,3,0.317491012104451,0.5056250497352703
424,hasta,the,1,0.6439079203241016,0.2674120306982941
425,hasta,until,23,0.585454097023118,0.17022931479261186
426,hay,are,6,0.5221300291554075,0.4967929095507453
427,hay,is,30,0.5819354213229051,0.4284146932654336
428,hay,lot,2,0.2851620423511336,0.14775153524249557
429,hay,noise,3,0.29479801035066894,0.35095915537702527
430,hay,there,36,0.5719678559616554,0.31208965092647944
431,he,have,11,0.5391156954748371,0.27042919528854037
432,he,i,51,0.584893748670943,0.3542607918125919
433,hecha,have,5,0.5851567264536385,0.316618467993024
434,hecha,made,17,0.5474905940698362,0.2561922541208915
435,hecho,have,12,0.5977179570042372,0.30173297939241034
436,hecho,made,18,0.5753918417354815,0.24133191605030346
437,hemos,we,27,0.5946506473377794,0.41643231377763074
438,herrero,herrero,1,0.5514819034665166,0.12177809917483043
439,herrero,josé,1,0.5514819034665166,0.13226940456795497
440,hice,i,8,0.5677866443573218,0.47498838839231355
441,hice,made,10,0.5585003631776309,0.2943437620247301
442,hicimos,made,2,0.5518073313346195,0.29511929991655306
443,hicimos,we,2,0.5518073313346195,0.7029475117120929
444,hoja,registration,8,0.551642066352483,0.22627849216358137
445,hora,time,1,0.6495811930994894,0.4132800683740967
446,hoy,today,24,0.6032541478910868,0.3401770830578092
447,hágame,out,1,0.3614413718346341,0.2363880005511735
448,háganos,out,1,0.3839494694896115,0.22361727199322362
449,iborra,iborra,1,0.784011898527803,0.6113696334557909
450,ibáñez,ibánez,1,0.5602780297053701,0.4546102418371529
451,importa,matter,2,0.5004467925883233,0.8306954786827133
452,importaría,mind,51,0.515499433636295,0.2277002776473636
453,importaría,sending,5,0.5192800167867532,0.13557355296266171
454,importaría,you,44,0.5182696665102065,0.2843457436078264
455,impuestos,included,6,0.5937560741818506,0.48777500259549494
456,incluida,phone,2,0.49674572808087764,0.14225912750405248
457,incluido,breakfast,2,0.43547785548882983,0.42507099790311437
458,incluido,included,1,0.7361013892582272,0.7722309926557829
459,incluido,is,4,0.34930074541768497,0.37404324817612566
460,incluidos,all,6,0.5733158062966284,0.3905607927978112
461,incluyendo,cost,3,0.5397763660765212,0.13816120381865096
462,incluyendo,including,4,0.575801227807298,0.13259483421288548
463,incluyendo,per,2,0.5649244306208334,0.17788598906125766
464,individual,cost,8,0.634874752856746,0.2919438669717281
465,individual,single,64,0.583329546020732,0.1834091571077647
466,individuales,any,2,0.38616859228055445,0.3664349128504781
467,individuales,single,4,0.5000496021379832,0.16056318426865407
468,inmaculada,inmaculada,2,0.6007336976990083,0.2545154379811513
469,ir,leave,10,0.5108819833826933,0.2588425012462091
470,ir,leaving,7,0.49234878445767194,0.22186679062727385
471,ir,should,1,0.5241201994869253,0.112241083241093
472,iremos,are,3,0.4993649903876003,0.32680459604035117
473,iremos,leaving,3,0.4993649903876003,0.36475087442592685
474,irme,leave,6,0.5912971836964728,0.2908417254188857
475,irme,tomorrow,1,0.4498817729846153,0.1556014052876273
476,irnos,leave,7,0.5723451126143232,0.4042797794722617
477,irnos,on,1,0.44697551017203196,0.14781750896572862
478,iré,leave,1,0.5395893371710185,0.23839995240715994
479,isabel,isabel,1,0.5336313006588235,0.2015461112492334
480,jesús,jesús,3,0.6449482006859556,0.4427256268900365
481,jiménez,jiménez,1,0.4805655700011958,0.21012391359432608
482,jorge,jorge,1,0.4755207357077311,0.1365907774312599
483,josé,josé,1,0.5514819034665166,0.10459353230175175
484,juan,juan,1,0.6023447154831222,0.38368665388745404
485,jueves,thursday,6,0.5365709690479094,0.17814905527453917
486,julia,julia,2,0.6139783342947629,0.33487449049649815
487,julio,second,1,0.5217329272332644,0.22589147780895089
488,la,evening,2,0.48620408427101736,0.2637035069765864
489,la,for,2,0.4012592239638342,0.5217587443567024
490,la,in,2,0.4905274490684379,0.18155741283326346
491,la,made,13,0.567813093365922,0.2015742702774821
492,la,me,9,0.3886954580833131,0.24843015985999198
493,la,morning,2,0.43892329402691893,0.29727563980024685
