,source,target,co-occurrence_count,Unnamed: 0,vref,translation_score
66,a,gerardo,2,19592.5,252.0,1.2534411263788804e-44
67,a,good,6,36872.5,454.5,1.121572658562315e-45
68,a,gregorio,1,30338.0,383.0,1.2534411263788804e-44
69,a,guijarro,1,16533.0,221.0,3.197491242391738e-44
70,a,gumbau,1,43381.0,543.0,3.15285240249118e-44
71,a,gómez,2,24024.5,301.0,2.8709424321609344e-44
72,a,half,30,36220.86666666667,452.3,0.0077285298076708
73,a,have,53,39958.6037735849,494.1132075471698,1.9795540982023463e-46
74,a,herrero,1,77816.0,946.0,5.543510723662561e-42
75,a,i,126,39776.619047619046,492.3492063492063,2.960330884848667e-20
76,a,ibánez,1,70520.0,856.0,3.197491242391738e-44
77,a,in,50,40916.86,506.38,2.136267230475355e-46
78,a,inmaculada,2,73882.0,898.5,1.2407888144434383e-44
79,a,is,1,5975.0,77.0,3.8308335021979845e-46
80,a,isabel,1,74610.0,907.0,2.9464278186143823e-44
81,a,jesús,1,38903.0,487.0,7.965204099632787e-45
82,a,jiménez,1,5138.0,66.0,2.908215550470983e-44
83,a,jorge,1,48989.0,606.0,1.318329106437267e-44
84,a,josé,1,77815.0,946.0,1.238999480082336e-44
85,a,juan,1,79579.0,970.0,3.338933941196098e-44
86,a,julia,2,40453.5,492.0,1.2636249099484512e-44
87,a,leave,26,49189.230769230766,606.0769230769231,1.590493375594387e-29
88,a,leaving,43,35907.46511627907,446.6744186046512,0.3896339357090658
89,a,lidia,1,48595.0,602.0,1.260787371041051e-44
90,a,like,19,39159.47368421053,483.57894736842104,3.8664574173196765e-46
91,a,llopis,1,37983.0,478.0,3.243351392706311e-44
92,a,llorens,1,48596.0,602.0,3.224965800659985e-44
93,a,lobo,1,52848.0,651.0,3.169307406910091e-44
94,a,look,3,40800.0,504.3333333333333,6.0514653941233605e-37
95,a,luggage,38,38381.89473684211,477.86842105263156,0.11855806884346691
96,a,luis,1,37982.0,478.0,3.243351392706311e-44
97,a,made,24,41648.625,514.2083333333334,3.284427457318222e-46
98,a,manuela,1,28584.0,366.0,3.0670817698887804e-44
99,a,march,1,78523.0,957.0,8.120740317547508e-45
100,a,marina,2,38337.0,479.0,7.54296078441312e-45
101,a,martínez,1,57770.0,708.0,3.197491242391738e-44
102,a,may,2,63890.0,783.0,9.31081823906915e-45
103,a,me,52,40611.192307692305,502.9230769230769,0.12174417865819451
104,a,micaela,1,50913.0,629.0,3.197491242391738e-44
105,a,miguel,1,6429.0,86.0,3.197491242391738e-44
106,a,mind,23,41886.13043478261,517.0434782608696,3.504741943663165e-46
107,a,minibar,1,30852.0,388.0,2.4527850111538152e-45
108,a,mira,2,67848.5,825.0,2.8345751839170824e-44
109,a,miralles,2,32854.5,411.0,1.1975835292322416e-44
110,a,miss,2,58295.5,709.5,1.1975835292322416e-44
111,a,moliner,1,8194.0,116.0,3.2904817954559704e-44
112,a,monday,2,28328.5,354.0,5.5866397048796025e-45
113,a,montero,1,68974.0,837.0,3.197491242391738e-44
114,a,morales,1,34662.0,429.0,3.421859240666863e-44
115,a,morning,25,36649.72,455.68,7.30086960416777e-46
116,a,mountain,7,35127.28571428572,431.7142857142857,3.9704209310347747e-32
117,a,move,11,48258.36363636364,592.0909090909091,0.09764056153420599
118,a,moving,2,38162.5,463.5,1.5201753539810414e-26
119,a,mr,16,37025.375,459.5,0.0008557468826635
120,a,mrs,9,28611.88888888889,356.6666666666667,1.576077209281721e-45
121,a,my,50,46674.82,576.46,0.0317507971992543
122,a,next,1,53054.0,653.0,2.978741679917876e-45
123,a,night,2,57083.0,701.0,2.5527242491200608e-45
124,a,nights,1,39308.0,492.0,5.690166483422313e-45
125,a,nine,23,46473.86956521739,573.4347826086956,4.6854129882531775e-46
126,a,nineteenth,2,23250.5,295.5,1.582207217423965e-44
127,a,november,1,52842.0,651.0,1.1712684974700825e-44
128,a,number,30,44912.63333333333,556.3666666666667,5.635811439846218e-08
129,a,oclock,21,48484.380952380954,595.0952380952381,6.4039800814517955e-46
130,a,october,1,51937.0,639.0,3.0258102895764e-44
131,a,of,12,36878.75,455.75,0.2265471132354022
132,a,oh,8,46763.875,577.125,1.0324176494720985e-45
133,a,on,34,42858.382352941175,528.8235294117648,0.0008005886835334
134,a,one,28,41733.75,517.4642857142857,1.3387605285745138e-39
135,a,orenga,1,59473.0,724.0,3.2904817954559704e-44
136,a,ortiz,2,33545.5,419.5,1.306681349168462e-44
137,a,our,45,36621.08888888889,455.3333333333333,0.0356401822675606
138,a,paches,2,41678.0,515.0,1.2461789613748664e-44
139,a,padilla,1,18542.0,246.0,3.2904817954559704e-44
140,a,paloma,2,51221.0,626.0,1.2319014058249635e-44
141,a,past,52,43181.769230769234,534.5961538461538,6.487688392917277e-06
142,a,peinado,1,14834.0,196.0,3.1974911675609294e-44
143,a,peris,1,15668.0,203.0,2.908215550470983e-44
144,a,pilar,1,5137.0,66.0,2.908215550470983e-44
145,a,please,120,41884.125,517.675,0.0010850065319308
146,a,puig,1,39311.0,492.0,3.0670550824489854e-44
147,a,pérez,1,48262.0,599.0,2.8709424321609344e-44
148,a,quarter,48,45007.604166666664,555.8333333333334,0.0012197375753098
149,a,quereda,1,8094.0,114.0,3.197491242391738e-44
150,a,quiet,21,36216.09523809524,448.14285714285717,2.4477719811098483e-46
151,a,quieter,5,47738.0,582.2,1.6764692852776978e-45
152,a,rafael,1,55969.0,682.0,3.197491242391738e-44
153,a,ramos,1,58343.0,713.0,3.15285240249118e-44
154,a,ramírez,2,4180.5,55.5,1.2461789613748664e-44
155,a,reception,5,58370.4,717.4,0.065002615994998
156,a,reservation,33,40422.333333333336,499.75757575757575,0.0122991188520533
157,a,ricardo,4,49118.25,606.0,1.1975835292322416e-44
158,a,roberto,2,28705.5,365.5,1.2120493968148468e-44
159,a,roda,1,2132.0,27.0,3.2904817954559704e-44
160,a,room,147,42259.57142857143,521.9047619047619,0.0170674240863477
161,a,rosario,3,14841.0,184.0,7.522543806606905e-45
162,a,rubio,1,79580.0,970.0,3.338933941196098e-44
163,a,ródenas,1,13869.0,184.0,3.109388441998107e-44
164,a,salsas,2,21863.5,284.0,2.8709424321609344e-44
165,a,santos,1,18015.0,238.0,1.626569518472834e-44
166,a,sanz,1,78893.0,958.0,2.908215550470983e-44
167,a,saturday,1,72100.0,878.0,5.679010812101017e-45
168,a,sea,1,17272.0,229.0,4.4152764090973195e-45
169,a,second,2,854.0,8.0,6.229315393988844e-45
170,a,send,59,42686.13559322034,528.6779661016949,0.0012628190688985
171,a,sending,11,35481.72727272727,440.45454545454544,1.9012800747623612e-45
172,a,september,7,32744.0,409.57142857142856,2.2353993209987428e-45
173,a,sergio,2,33832.5,420.0,7.965204099632787e-45
174,a,seven,13,48221.230769230766,593.3846153846154,6.664927032686853e-46
175,a,seventh,2,22664.5,292.0,7.324466852846693e-45
176,a,should,21,49692.857142857145,612.0952380952381,3.8889335480129984e-46
177,a,shower,4,42301.5,526.0,2.060606729771459e-45
178,a,silvia,1,8093.0,114.0,3.197491242391738e-44
179,a,single,10,41518.1,515.4,2.735189493585275e-46
180,a,six,22,42472.72727272727,526.1818181818181,5.4790860288133766e-46
181,a,sixteenth,2,55593.5,682.5,1.2319014058249635e-44
182,a,soler,1,55970.0,682.0,3.197491242391738e-44
183,a,station,4,38686.5,477.0,5.748473694281973e-45
184,a,suitcase,7,55691.71428571428,680.5714285714286,0.1203936580612238
185,a,suitcases,6,36910.666666666664,459.1666666666667,0.010444193317047499
186,a,sunday,3,55417.0,679.0,0.0270956762081231
187,a,susana,1,18541.0,246.0,3.2904817954559704e-44
188,a,sáez,1,21470.0,283.0,3.0258102895764e-44
189,a,taking,3,40798.0,504.3333333333333,3.0479920013033083e-45
190,a,taxi,25,46125.96,567.04,0.0380695163646792
191,a,telephone,18,40524.444444444445,500.44444444444446,3.96251624575894e-24
192,a,ten,13,43871.38461538462,543.6153846153846,1.6735804734522982e-45
193,a,tena,1,6098.0,80.0,3.109388441998107e-44
194,a,teresa,2,64144.0,782.0,1.1580531188281245e-44
195,a,the,114,39446.60526315789,487.89473684210526,0.00046773413658170003
196,a,third,1,39940.0,497.0,3.1094100364710057e-44
197,a,thirteenth,3,32818.0,413.0,1.2248831178135886e-44
198,a,thirtieth,2,14049.0,187.0,1.4271804774307392e-44
199,a,thirty,1,48592.0,602.0,1.54658685774318e-41
200,a,this,1,27006.0,347.0,3.6496407086557424e-45
201,a,three,25,40054.68,499.0,3.765249691086533e-46
202,a,thursday,5,40041.4,497.2,3.1096175983313444e-45
203,a,to,144,41169.375,509.4513888888889,0.3013890515511138
204,a,today,13,39003.61538461538,482.0,0.0001889193747361
205,a,tomorrow,46,43951.86956521739,542.9782608695652,0.1291659005633602
206,a,tomás,1,60710.0,739.0,3.15285240249118e-44
207,a,tonight,2,41892.0,520.5,1.769485183743896e-45
208,a,town,4,44851.5,554.5,1.211081213808915e-44
209,a,travel,12,37545.833333333336,467.1666666666667,7.006666587593066e-19
210,a,tv,24,41865.125,515.9583333333334,1.4200452569680531e-05
211,a,twelve,8,46033.625,566.25,2.652341557789435e-45
212,a,twentyeighth,1,51939.0,639.0,5.851782882384386e-45
213,a,twentyninth,2,63892.0,783.0,2.3775972047277766e-41
214,a,twentyseventh,2,71959.5,877.5,7.137440084340967e-45
215,a,twentysix,1,39307.0,492.0,3.0670550824489854e-44
216,a,twentysixth,2,69440.0,841.0,3.1528526230094373e-44
217,a,two,21,43524.19047619047,539.1428571428571,4.2953901567846784e-46
218,a,until,4,53510.25,658.25,5.263691855041132e-46
219,a,up,96,39431.322916666664,488.5104166666667,0.5172684552205289
220,a,us,54,44150.333333333336,544.1666666666666,0.0661103474458555
221,a,valls,1,28585.0,366.0,3.067028466279749e-44
222,a,velasco,1,7186.0,98.0,3.197491242391738e-44
223,a,viciano,1,53059.0,653.0,1.2534411263788804e-44
224,a,view,18,36539.61111111111,452.3888888888889,0.0926275288827608
225,a,vilanova,3,77297.66666666667,939.0,1.238999480082336e-44
226,a,virginia,2,59810.0,732.0,1.231901313273698e-44
227,a,vázquez,1,43734.0,548.0,3.243351392706311e-44
228,a,víctor,1,52847.0,651.0,1.2461789613748664e-44
229,a,wake,66,38319.878787878784,475.5151515151515,0.0547986523900718
230,a,waking,7,53484.142857142855,658.1428571428571,1.3362639239054516e-07
231,a,want,19,40710.26315789474,504.6842105263158,2.3163824076524544e-46
232,a,warmer,2,73395.0,890.0,5.936728250836506e-45
233,a,we,50,42698.42,527.88,3.745689828809652e-43
234,a,weeks,1,40786.0,507.0,3.15285240249118e-44
235,a,what,1,5974.0,77.0,0.0702984090550159
236,a,will,1,3956.0,55.0,1.271681027619374e-44
237,a,with,36,39037.52777777778,482.3888888888889,2.3773375595959226e-43
238,a,would,46,41670.282608695656,514.0869565217391,2.517907722213589e-46
239,a,you,138,40266.35507246377,498.3985507246377,0.0025406833480439
240,a,álvarez,1,71360.0,865.0,3.2904145088481285e-44
241,a,ángel,1,53058.0,653.0,3.0670550824489854e-44
242,abril,a,1,67131.0,822.0,2.527366553925903e-45
243,abril,afternoon,1,14598.0,193.0,2.527366553925903e-45
244,abril,am,1,67123.0,822.0,2.527366553925903e-45
245,abril,april,5,32136.0,402.0,0.5371807868556647
246,abril,are,1,24296.0,304.0,2.527366553925903e-45
247,abril,at,3,40598.666666666664,504.3333333333333,2.527366553925903e-45
248,abril,eight,1,67134.0,822.0,2.527366553925903e-45
249,abril,eleventh,1,67129.0,822.0,1.2534411263788804e-44
250,abril,evening,2,44697.0,554.5,2.527366553925903e-45
251,abril,fourth,1,32412.0,404.0,1.2534411263788804e-44
252,abril,friday,2,44687.5,554.5,2.980209601099191e-45
253,abril,half,1,32414.0,404.0,2.527366553925903e-45
254,abril,i,2,44683.5,554.5,2.527366553925903e-45
255,abril,in,5,32141.2,402.0,1.6959401074666146e-05
256,abril,leave,3,23081.333333333332,294.6666666666667,2.527366553925903e-45
257,abril,leaving,2,45710.5,563.0,2.527366553925903e-45
258,abril,monday,2,28354.0,354.0,5.5866397048796025e-45
259,abril,morning,2,28362.0,354.0,2.527366553925903e-45
260,abril,nine,1,22254.0,287.0,2.527366553925903e-45
261,abril,nineteenth,2,23277.0,295.5,0.8833727328782637
262,abril,ninth,1,14595.0,193.0,0.8294638148212963
263,abril,on,5,32134.0,402.0,2.527366553925903e-45
264,abril,past,2,49774.0,613.0,2.527366553925903e-45
265,abril,quarter,1,67132.0,822.0,2.527366553925903e-45
266,abril,should,3,23080.333333333332,294.6666666666667,2.527366553925903e-45
267,abril,the,10,32139.6,402.0,0.017858965286647
268,abril,thursday,1,14592.0,193.0,3.1096175983313444e-45
269,abril,twelve,1,32416.0,404.0,2.527366553925903e-45
270,abril,we,3,23762.666666666668,300.3333333333333,2.527366553925903e-45
271,acepta,accept,1,1002.0,10.0,3.5470884667879943e-44
272,acepta,cash,1,1003.0,10.0,3.5470884667879943e-44
273,acepta,do,1,1000.0,10.0,0.9535050292471752
274,acepta,you,1,1001.0,10.0,3.5470884667879943e-44
275,aceptan,accept,3,32021.666666666668,392.0,7.217517622290998e-45
276,aceptan,cash,2,30269.5,367.5,7.217517622290998e-45
277,aceptan,checks,1,35530.0,441.0,3.5470884667879943e-44
278,aceptan,do,3,32019.666666666668,392.0,0.8588162275161094
279,aceptan,traveler,1,35529.0,441.0,3.681379404737276e-44
280,aceptan,you,3,32020.666666666668,392.0,0.0220947410533049
281,aceptaría,accept,1,69733.0,844.0,3.548279409056641e-44
282,aceptaría,cash,1,69734.0,844.0,3.548279409056641e-44
283,aceptaría,would,1,69731.0,844.0,0.953491121475327
284,aceptaría,you,1,69732.0,844.0,3.548279409056641e-44
285,aceptarían,accept,1,71620.0,871.0,3.4729726825674617e-44
286,aceptarían,cards,1,71622.0,871.0,3.5470884667879943e-44
287,aceptarían,credit,1,71621.0,871.0,3.6813838492567664e-44
288,aceptarían,would,1,71618.0,871.0,0.9331753123428306
289,aceptarían,you,1,71619.0,871.0,8.456059243365997e-32
290,acondicionado,a,27,39156.666666666664,482.2962962962963,8.538713647400018e-29
291,acondicionado,after,1,65676.0,801.0,7.132115071589335e-45
292,acondicionado,air,26,38122.53846153846,472.34615384615387,0.3494607487564606
293,acondicionado,and,12,38450.166666666664,475.0,0.0190172043850975
294,acondicionado,any,1,683.0,5.0,1.3702100129350674e-45
295,acondicionado,are,2,39476.5,490.0,6.3593757798181e-46
296,acondicionado,available,4,37692.75,459.0,4.324576988338672e-39
297,acondicionado,bath,1,79456.0,967.0,1.285635162215642e-45
298,acondicionado,book,3,47185.333333333336,578.6666666666666,6.3593757798181e-46
299,acondicionado,booked,2,66150.5,807.0,6.3593757798181e-46
300,acondicionado,conditioning,26,38123.53846153846,472.34615384615387,0.612357984071085
301,acondicionado,could,2,46530.5,575.0,6.3593757798181e-46
302,acondicionado,day,1,65675.0,801.0,1.6042006242588828e-45
303,acondicionado,days,1,4211.0,58.0,2.016799107315528e-45
304,acondicionado,do,5,34358.6,423.0,6.359375779818099e-46
305,acondicionado,does,5,40618.4,505.2,8.937136871535124e-46
306,acondicionado,double,2,52373.5,646.0,6.3593757798181e-46
307,acondicionado,for,3,30203.666666666668,373.3333333333333,6.3593757798181e-46
308,acondicionado,have,11,40140.27272727273,495.8181818181818,0.0148629263451521
309,acondicionado,hot,2,41323.0,513.0,1.595803136031546e-45
310,acondicionado,i,6,33597.166666666664,416.6666666666667,6.3593757798181e-46
311,acondicionado,in,7,36166.42857142857,450.42857142857144,6.3593757798181e-46
312,acondicionado,is,5,34835.6,434.6,6.359375779818099e-46
313,acondicionado,it,1,13236.0,177.0,2.7034415728047225e-45
314,acondicionado,like,2,17590.0,223.0,6.3593757798181e-46
315,acondicionado,minibar,3,34145.333333333336,421.0,2.4527850111538152e-45
316,acondicionado,move,1,30981.0,388.0,8.871178702704037e-46
317,acondicionado,my,2,16772.5,217.0,6.3593757798181e-46
318,acondicionado,please,5,24183.8,305.4,6.359375779818099e-46
319,acondicionado,room,20,40670.15,502.55,1.6234914857840757e-06
320,acondicionado,rooms,5,32904.4,410.6,6.359375779818099e-46
321,acondicionado,safe,1,692.0,5.0,5.830385062666327e-45
322,acondicionado,see,1,13388.0,179.0,6.394016933643724e-46
323,acondicionado,shower,1,38115.0,479.0,2.060606729771459e-45
324,acondicionado,single,1,13390.0,179.0,6.3593757798181e-46
325,acondicionado,telephone,3,48395.666666666664,595.6666666666666,6.3593757798181e-46
326,acondicionado,the,11,45112.27272727273,558.9090909090909,1.5745599793692365e-45
327,acondicionado,there,7,36162.57142857143,450.42857142857144,6.3593757798181e-46
328,acondicionado,this,1,79684.0,971.0,3.6496407086557424e-45
329,acondicionado,to,4,30959.75,385.25,6.3593757798181e-46
330,acondicionado,today,1,6720.0,91.0,6.738404080956581e-46
331,acondicionado,tomorrow,1,65677.0,801.0,6.3593757798181e-46
332,acondicionado,tv,6,29708.5,367.1666666666667,6.3593757798181e-46
333,acondicionado,twenty,1,4210.0,58.0,3.1560623187263024e-44
334,acondicionado,until,1,65673.0,801.0,6.3593757798181e-46
335,acondicionado,want,3,34165.333333333336,425.6666666666667,6.3593757798181e-46
336,acondicionado,water,2,41324.0,513.0,2.253281463228307e-45
337,acondicionado,we,3,53815.666666666664,662.3333333333334,6.3593757798181e-46
338,acondicionado,week,1,79685.0,971.0,1.6166415787363256e-45
339,acondicionado,with,13,39524.61538461538,486.38461538461536,3.315065257738662e-45
340,acondicionado,would,2,17589.0,223.0,6.3593757798181e-46
341,acondicionado,you,4,37681.25,459.0,6.3593757798181e-46
342,acuerdo,agree,1,27306.0,352.0,0.9535050292471752
343,acuerdo,do,1,27304.0,352.0,3.5470884667879943e-44
344,acuerdo,i,1,27303.0,352.0,3.5470884667879943e-44
345,acuerdo,not,1,27305.0,352.0,3.5470884667879943e-44
346,adiós,bye,2,59882.0,737.0,1.0
347,adiós,good,2,59881.0,737.0,0.4349324436344957
348,agua,a,4,61675.5,751.75,3.697156440401666e-45
349,agua,air,2,41308.0,513.0,3.697156440401666e-45
350,agua,and,3,47706.666666666664,587.6666666666666,3.698743682357292e-45
351,agua,available,1,65214.0,796.0,3.697156440401666e-45
352,agua,conditioning,2,41309.0,513.0,3.697156440401666e-45
353,agua,do,1,65203.0,796.0,3.697156440401666e-45
354,agua,does,1,17400.0,230.0,3.697156440401666e-45
355,agua,have,2,41304.0,513.0,3.697156440401666e-45
356,agua,hot,5,47567.0,585.2,0.4810212987298012
357,agua,i,1,60494.0,737.0,3.697156440401666e-45
358,agua,in,2,47359.5,581.5,3.697156440401666e-45
359,agua,is,2,47355.5,581.5,3.697156440401666e-45
360,agua,please,2,47362.5,581.5,3.697156440401666e-45
361,agua,room,4,52908.25,648.5,3.697156440401666e-45
362,agua,rooms,1,26196.0,332.0,3.697156440401666e-45
363,agua,telephone,1,60502.0,737.0,3.697156440401666e-45
364,agua,the,4,43157.25,532.5,3.697156440401666e-45
365,agua,there,2,47356.5,581.5,3.697156440401666e-45
366,agua,tv,1,60500.0,737.0,3.697156440401666e-45
367,agua,twentyseventh,1,60508.0,737.0,7.137440084340967e-45
368,agua,until,1,60506.0,737.0,3.697156440401666e-45
369,agua,want,1,60495.0,737.0,3.697156440401666e-45
370,agua,water,5,47568.0,585.2,0.4567193538628356
371,agua,with,2,62853.0,766.5,3.697156440401666e-45
372,agua,you,1,65204.0,796.0,3.697156440401666e-45
373,aire,a,27,39144.37037037037,482.2962962962963,2.1273258367774497e-06
374,aire,after,1,65664.0,801.0,7.132115071589335e-45
375,aire,air,26,38112.46153846154,472.34615384615387,0.6143617933008434
376,aire,and,12,38438.333333333336,475.0,0.0267913278493692
377,aire,any,1,669.0,5.0,1.3702100129350674e-45
378,aire,are,2,39466.5,490.0,8.849392191774387e-46
379,aire,available,4,37679.25,459.0,8.849392191774387e-46
380,aire,bath,1,79442.0,967.0,1.285635162215642e-45
381,aire,book,3,47173.666666666664,578.6666666666666,8.849392191774387e-46
382,aire,booked,2,66137.5,807.0,8.849392191774387e-46
383,aire,conditioning,26,38113.46153846154,472.34615384615387,0.2649413874360251
384,aire,could,2,46520.5,575.0,8.849392191774387e-46
385,aire,day,1,65663.0,801.0,1.6042006242588828e-45
386,aire,days,1,4197.0,58.0,2.016799107315528e-45
387,aire,do,5,34346.4,423.0,8.849392191774387e-46
388,aire,does,5,40610.4,505.2,8.937136871535124e-46
389,aire,double,2,52361.0,646.0,8.849392191774387e-46
390,aire,for,3,30192.333333333332,373.3333333333333,8.849392191774387e-46
391,aire,have,11,40129.818181818184,495.8181818181818,0.0170132922441936
392,aire,hot,2,41312.5,513.0,1.595803136031546e-45
393,aire,i,6,33585.166666666664,416.6666666666667,8.849392191774387e-46
394,aire,in,7,36158.42857142857,450.42857142857144,8.849392191774387e-46
395,aire,is,5,34828.4,434.6,8.849392191774387e-46
396,aire,it,1,13226.0,177.0,2.7034415728047225e-45
397,aire,like,2,17575.5,223.0,8.849392191774387e-46
398,aire,minibar,3,34132.333333333336,421.0,2.4527850111538152e-45
399,aire,move,1,30966.0,388.0,8.871178702704037e-46
400,aire,my,2,16765.5,217.0,8.849392191774387e-46
401,aire,please,5,24173.0,305.4,8.849392191774387e-46
402,aire,room,20,40659.8,502.55,0.0105448155753586
403,aire,rooms,5,32895.4,410.6,8.849392191774387e-46
404,aire,safe,1,678.0,5.0,5.830385062666327e-45
405,aire,see,1,13379.0,179.0,8.849392191774387e-46
406,aire,shower,1,38104.0,479.0,2.060606729771459e-45
407,aire,single,1,13381.0,179.0,8.849392191774387e-46
408,aire,telephone,3,48384.666666666664,595.6666666666666,8.849392191774387e-46
409,aire,the,11,45104.0,558.9090909090909,0.0007536538864629
410,aire,there,7,36154.57142857143,450.42857142857144,3.2542611844220465e-05
411,aire,this,1,79673.0,971.0,3.6496407086557424e-45
412,aire,to,4,30946.25,385.25,8.849392191774387e-46
413,aire,today,1,6711.0,91.0,8.849392191774387e-46
414,aire,tomorrow,1,65665.0,801.0,8.849392191774387e-46
415,aire,tv,6,29695.833333333332,367.1666666666667,8.849392191774387e-46
416,aire,twenty,1,4196.0,58.0,3.1560623187263024e-44
417,aire,until,1,65661.0,801.0,8.849392191774387e-46
418,aire,want,3,34155.333333333336,425.6666666666667,8.849392191774387e-46
419,aire,water,2,41313.5,513.0,2.253281463228307e-45
420,aire,we,3,53804.666666666664,662.3333333333334,8.849392191774387e-46
421,aire,week,1,79674.0,971.0,1.6166415787363256e-45
422,aire,with,13,39512.38461538462,486.38461538461536,0.0003935368697702
423,aire,would,2,17574.5,223.0,8.849392191774387e-46
424,aire,you,4,37667.75,459.0,8.849392191774387e-46
425,al,a,5,17218.6,229.0,6.261723540658399e-46
426,al,and,1,17223.0,229.0,6.2617235406584e-46
427,al,asunción,1,17230.0,229.0,2.834575312394031e-44
428,al,bags,8,41724.75,519.125,5.867817754508502e-06
429,al,bus,10,34731.8,433.2,0.4571462712782505
430,al,can,7,38715.0,479.14285714285717,6.2617235406584e-46
431,al,car,7,49775.857142857145,615.0,0.4470540402237004
432,al,could,7,39798.42857142857,493.7142857142857,6.2617235406584e-46
433,al,espinosa,1,17231.0,229.0,2.834575312394031e-44
434,al,for,2,17222.0,229.0,6.2617235406584e-46
435,al,have,1,17211.0,229.0,6.2617235406584e-46
436,al,i,1,17210.0,229.0,6.2617235406584e-46
437,al,in,6,48895.0,601.8333333333334,0.1406990781721431
438,al,luggage,10,38962.1,481.8,3.8645654045760106e-15
439,al,made,1,17212.0,229.0,6.2617235406584e-46
440,al,mind,4,45698.5,570.0,6.2617235406584e-46
