,vref,source,target,alignment_count,verse_score,alignment_score
25,GEN 1:2,was,וְ,1,0.3808772869420533,0.18904543848016434
26,GEN 1:2,upon,עַל,1,0.3808772869420533,0.09844762444755899
27,GEN 1:2,the,חֹ֖שֶׁךְ,1,0.3808772869420533,0.2205479953754721
28,GEN 1:2,face,עַל,1,0.3808772869420533,0.19353040281544034
29,GEN 1:2,of,עַל,1,0.3808772869420533,0.19340933921371925
30,GEN 1:2,the,חֹ֖שֶׁךְ,1,0.3808772869420533,0.08248354198122623
31,GEN 1:2,the,פְּנֵ֣י,1,0.3808772869420533,0.22012788296952962
32,GEN 1:2,the,תְה֑וֹם,1,0.3808772869420533,0.13938673550456565
33,GEN 1:2,deep,תְה֑וֹם,1,0.3808772869420533,0.19970632439064406
34,GEN 1:2,and,וְ,1,0.3808772869420533,0.17275408351358693
35,GEN 1:2,the,וְ,1,0.3808772869420533,0.21573627873849616
36,GEN 1:2,spirit,ר֣וּחַ,1,0.3808772869420533,0.20788640615787485
37,GEN 1:2,of,ר֣וּחַ,1,0.3808772869420533,0.18484637703725718
38,GEN 1:2,of,מְרַחֶ֖פֶת,1,0.3808772869420533,0.11125177063281383
39,GEN 1:2,god,אֱלֹהִ֔ים,1,0.3808772869420533,0.21469471509465704
40,GEN 1:2,moved,מְרַחֶ֖פֶת,1,0.3808772869420533,0.22102111979680894
41,GEN 1:2,upon,עַל,1,0.3808772869420533,0.1971781918660719
42,GEN 1:2,face,עַל,1,0.3808772869420533,0.16396655100557772
43,GEN 1:2,of,עַל,1,0.3808772869420533,0.1282034345890977
44,GEN 1:2,of,פְּנֵ֥י,1,0.3808772869420533,0.2094370623165726
45,GEN 1:2,of,מָּֽיִם,1,0.3808772869420533,0.1443280008577362
46,GEN 1:2,the,הַ,1,0.3808772869420533,0.2699442400556696
47,GEN 1:2,waters,הַ,1,0.3808772869420533,0.2184439188301137
48,GEN 1:3,and,וַ,1,0.6016627626043927,0.6503217066537846
49,GEN 1:3,god,וַ,1,0.6016627626043927,0.40614557682310326
50,GEN 1:3,said,יֹּ֥אמֶר,1,0.6016627626043927,0.4740421983332736
51,GEN 1:3,let,אֱלֹהִ֖ים,1,0.6016627626043927,0.4873572602308189
52,GEN 1:3,there,יְהִ֣י,1,0.6016627626043927,0.38355928408246737
53,GEN 1:3,be,יְהִ֣י,1,0.6016627626043927,0.38186473731681714
54,GEN 1:3,light,א֑וֹר,1,0.6016627626043927,0.4799012469988715
55,GEN 1:3,and,וַֽ,1,0.6016627626043927,0.45416162285342326
56,GEN 1:3,there,א֑וֹר,1,0.6016627626043927,0.09431765861826542
57,GEN 1:3,was,יְהִי,1,0.6016627626043927,0.46300866661592793
58,GEN 1:3,light,אֽוֹר,1,0.6016627626043927,0.6503217066537845
59,GEN 1:4,and,וַ,1,0.46745643154425476,0.4295197492843354
60,GEN 1:4,god,וַ,1,0.46745643154425476,0.2289947228378075
61,GEN 1:4,saw,יַּ֧רְא,1,0.46745643154425476,0.17803614028369844
62,GEN 1:4,saw,אֱלֹהִ֛ים,1,0.46745643154425476,0.29207804951837735
63,GEN 1:4,saw,כִּי,1,0.46745643154425476,0.18950344542147632
64,GEN 1:4,the,אֶת,1,0.46745643154425476,0.19162922860781867
65,GEN 1:4,light,א֖וֹר,1,0.46745643154425476,0.10771373180182844
66,GEN 1:4,that,א֖וֹר,1,0.46745643154425476,0.2020359880116986
67,GEN 1:4,it,ט֑וֹב,1,0.46745643154425476,0.2086871644940765
68,GEN 1:4,was,הָ,1,0.46745643154425476,0.06876375621005885
69,GEN 1:4,good,יַּבְדֵּ֣ל,1,0.46745643154425476,0.22336181221672805
70,GEN 1:4,and,וַ,1,0.46745643154425476,0.11507053852084988
71,GEN 1:4,god,אֱלֹהִ֔ים,1,0.46745643154425476,0.20111598126863145
72,GEN 1:4,divided,הָ,1,0.46745643154425476,0.24927546437286172
73,GEN 1:4,the,בֵּ֥ין,1,0.46745643154425476,0.10365879677136283
74,GEN 1:4,light,א֖וֹר,1,0.46745643154425476,0.18378188216378968
75,GEN 1:4,from,וּ,1,0.46745643154425476,0.1812930420106328
76,GEN 1:4,from,בֵ֥ין,1,0.46745643154425476,0.2985267307877909
77,GEN 1:4,the,הַ,1,0.46745643154425476,0.3390308424890206
78,GEN 1:4,darkness,חֹֽשֶׁךְ,1,0.46745643154425476,0.42951974928433534
79,GEN 1:5,and,וַ,1,0.410172856819939,0.3712187116373493
80,GEN 1:5,god,וַ,1,0.410172856819939,0.23044492420650528
81,GEN 1:5,called,יִּקְרָ֨א,1,0.410172856819939,0.21302899398610106
82,GEN 1:5,called,אֱלֹהִ֤ים,1,0.410172856819939,0.23400962298696715
83,GEN 1:5,the,לָ,1,0.410172856819939,0.2033567496160682
84,GEN 1:5,day,אוֹר֙,1,0.410172856819939,0.22582329767086087
85,GEN 1:5,and,י֔וֹם,1,0.410172856819939,0.23502583769653243
86,GEN 1:5,and,וְ,1,0.410172856819939,0.1469401933501594
87,GEN 1:5,the,לַ,1,0.410172856819939,0.13630253291528296
88,GEN 1:5,the,חֹ֖שֶׁךְ,1,0.410172856819939,0.0813076527779223
89,GEN 1:5,darkness,וְ,1,0.410172856819939,0.16167550859749844
90,GEN 1:5,he,לַ,1,0.410172856819939,0.17416044584248772
91,GEN 1:5,night,קָ֣רָא,1,0.410172856819939,0.20015414842257442
92,GEN 1:5,and,לָ֑יְלָה,1,0.410172856819939,0.21346444927330863
93,GEN 1:5,and,וַֽ,1,0.410172856819939,0.161042519281803
94,GEN 1:5,evening,וַֽ,1,0.410172856819939,0.14531467286969332
95,GEN 1:5,and,יְהִי,1,0.410172856819939,0.15962438644775787
96,GEN 1:5,and,וַֽ,1,0.410172856819939,0.1322845852531783
97,GEN 1:5,and,יְהִי,1,0.410172856819939,0.07891085290632112
98,GEN 1:5,the,עֶ֥רֶב,1,0.410172856819939,0.1755234913696716
99,GEN 1:5,morning,יְהִי,1,0.410172856819939,0.20316425034508273
100,GEN 1:5,were,יְהִי,1,0.410172856819939,0.21620901233235953
101,GEN 1:5,the,בֹ֖קֶר,1,0.410172856819939,0.24595959202444248
102,GEN 1:5,first,י֥וֹם,1,0.410172856819939,0.29067787181504867
103,GEN 1:5,day,אֶחָֽד,1,0.410172856819939,0.3712187116373494
104,GEN 1:6,and,וַ,1,0.41982480982658793,0.42188982931042807
105,GEN 1:6,god,וַ,1,0.41982480982658793,0.31633609900406434
106,GEN 1:6,god,אֱלֹהִ֔ים,1,0.41982480982658793,0.1498939687489048
107,GEN 1:6,said,יֹּ֣אמֶר,1,0.41982480982658793,0.3222484466311626
108,GEN 1:6,let,יֹּ֣אמֶר,1,0.41982480982658793,0.1988949910711296
109,GEN 1:6,there,יְהִ֥י,1,0.41982480982658793,0.22636430034787053
110,GEN 1:6,be,יְהִ֥י,1,0.41982480982658793,0.26635158152729654
111,GEN 1:6,a,רָקִ֖יעַ,1,0.41982480982658793,0.2669743447849812
112,GEN 1:6,in,בְּ,1,0.41982480982658793,0.2454283425377133
113,GEN 1:6,the,ת֣וֹךְ,1,0.41982480982658793,0.27137325565956544
114,GEN 1:6,the,הַ,1,0.41982480982658793,0.14693481080692392
115,GEN 1:6,midst,ת֣וֹךְ,1,0.41982480982658793,0.19291289231897968
116,GEN 1:6,of,הַ,1,0.41982480982658793,0.2322849163417413
117,GEN 1:6,the,הַ,1,0.41982480982658793,0.14648583556005032
118,GEN 1:6,the,מָּ֑יִם,1,0.41982480982658793,0.27054404525132014
119,GEN 1:6,waters,הַ,1,0.41982480982658793,0.09851159331000559
120,GEN 1:6,waters,וִ,1,0.41982480982658793,0.24398247839473305
121,GEN 1:6,waters,יהִ֣י,1,0.41982480982658793,0.13210409852659652
122,GEN 1:6,let,יהִ֣י,1,0.41982480982658793,0.2628973804398851
123,GEN 1:6,it,מַבְדִּ֔יל,1,0.41982480982658793,0.25994264260160654
124,GEN 1:6,divide,מַבְדִּ֔יל,1,0.41982480982658793,0.217667172401037
125,GEN 1:6,the,בֵּ֥ין,1,0.41982480982658793,0.2645916865468332
126,GEN 1:6,waters,מַ֖יִם,1,0.41982480982658793,0.2922583189715262
127,GEN 1:6,from,לָ,1,0.41982480982658793,0.2666987199866523
128,GEN 1:6,the,לָ,1,0.41982480982658793,0.31006310091533296
129,GEN 1:6,waters,מָֽיִם,1,0.41982480982658793,0.421889829310428
130,GEN 1:7,and,וַ,1,0.23308178115973377,0.3102108098652827
131,GEN 1:7,god,וַ,1,0.23308178115973377,0.20561454829928427
132,GEN 1:7,made,יַּ֣עַשׂ,1,0.23308178115973377,0.1643144368992908
133,GEN 1:7,made,אֱלֹהִים֮,1,0.23308178115973377,0.21494228949461264
134,GEN 1:7,the,אֶת,1,0.23308178115973377,0.19458436271224752
135,GEN 1:7,the,הָ,1,0.23308178115973377,0.16059957437250902
136,GEN 1:7,the,רָקִיעַ֒,1,0.23308178115973377,0.1064019627046273
137,GEN 1:7,and,וַ,1,0.23308178115973377,0.16199180384213296
138,GEN 1:7,the,יַּבְדֵּ֗ל,1,0.23308178115973377,0.15506316857706268
139,GEN 1:7,waters,הַ,1,0.23308178115973377,0.17110493124393814
140,GEN 1:7,under,מִ,1,0.23308178115973377,0.1831712084895863
141,GEN 1:7,the,אֲשֶׁר֙,1,0.23308178115973377,0.08844192973918101
142,GEN 1:7,from,וּ,1,0.23308178115973377,0.13792401278091893
143,GEN 1:7,the,רָקִ֔יעַ,1,0.23308178115973377,0.1184444679531443
144,GEN 1:7,the,בֵ֣ין,1,0.23308178115973377,0.1428308403597784
145,GEN 1:7,the,הַ,1,0.23308178115973377,0.0980967985436723
146,GEN 1:7,waters,לָ,1,0.23308178115973377,0.053298625374620524
147,GEN 1:7,above,מֵ,1,0.23308178115973377,0.16653305450423656
148,GEN 1:7,the,מַּ֔יִם,1,0.23308178115973377,0.07153523972669508
149,GEN 1:7,the,אֲשֶׁ֖ר,1,0.23308178115973377,0.10579957428660197
150,GEN 1:7,the,מֵ,1,0.23308178115973377,0.1570311174002805
151,GEN 1:7,the,לָ,1,0.23308178115973377,0.1226447585964724
152,GEN 1:7,firmament,עַ֣ל,1,0.23308178115973377,0.15537005269912005
153,GEN 1:7,firmament,רָקִ֑יעַ,1,0.23308178115973377,0.13177760787509432
154,GEN 1:7,it,וַֽ,1,0.23308178115973377,0.2187761164740247
155,GEN 1:7,was,יְהִי,1,0.23308178115973377,0.2507754846169217
156,GEN 1:7,so,כֵֽן,1,0.23308178115973377,0.3102108098652827
